Case ID,Activity,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) creator,concept:name,lifecycle:transition
151,work,2011/06/29 00:51:15.000,2011/06/29 00:51:30.000,Variant 11,11,Fluxicon Disco,work,complete
151,personalhygiene,2011/06/29 00:57:43.000,2011/06/29 00:57:52.000,Variant 11,11,Fluxicon Disco,personalhygiene,complete
151,sleep,2011/06/29 03:04:05.000,2011/06/29 03:04:15.000,Variant 11,11,Fluxicon Disco,sleep,complete
151,toilet,2011/06/29 03:10:35.000,2011/06/29 03:11:00.000,Variant 11,11,Fluxicon Disco,toilet,complete
151,sleep,2011/06/29 05:28:29.000,2011/06/29 05:28:33.000,Variant 11,11,Fluxicon Disco,sleep,complete
151,toilet,2011/06/29 05:38:07.000,2011/06/29 05:38:27.000,Variant 11,11,Fluxicon Disco,toilet,complete
151,sleep,2011/06/29 08:49:56.000,2011/06/29 10:51:07.000,Variant 11,11,Fluxicon Disco,sleep,complete
151,toilet,2011/06/29 10:51:18.000,2011/06/29 10:59:10.000,Variant 11,11,Fluxicon Disco,toilet,complete
151,sleep,2011/06/29 10:59:19.000,2011/06/29 11:01:16.000,Variant 11,11,Fluxicon Disco,sleep,complete
151,toilet,2011/06/29 11:01:24.000,2011/06/29 11:04:41.000,Variant 11,11,Fluxicon Disco,toilet,complete
151,watchtv,2011/06/29 11:08:46.000,2011/06/29 11:08:53.000,Variant 11,11,Fluxicon Disco,watchtv,complete
151,toilet,2011/06/29 11:11:16.000,2011/06/29 11:14:02.000,Variant 11,11,Fluxicon Disco,toilet,complete
151,mealpreperation,2011/06/29 11:14:09.000,2011/06/29 11:18:19.000,Variant 11,11,Fluxicon Disco,mealpreperation,complete
151,eatingdrinking,2011/06/29 11:20:18.000,2011/06/29 11:20:36.000,Variant 11,11,Fluxicon Disco,eatingdrinking,complete
151,toilet,2011/06/29 11:21:07.000,2011/06/29 11:21:20.000,Variant 11,11,Fluxicon Disco,toilet,complete
151,eatingdrinking,2011/06/29 11:22:06.000,2011/06/29 11:22:13.000,Variant 11,11,Fluxicon Disco,eatingdrinking,complete
151,work,2011/06/29 11:22:49.000,2011/06/29 11:35:26.000,Variant 11,11,Fluxicon Disco,work,complete
151,snack,2011/06/29 11:35:30.000,2011/06/29 11:57:56.000,Variant 11,11,Fluxicon Disco,snack,complete
151,watchtv,2011/06/29 11:58:55.000,2011/06/29 12:15:34.000,Variant 11,11,Fluxicon Disco,watchtv,complete
151,outdoors,2011/06/29 12:15:57.000,2011/06/29 12:26:11.000,Variant 11,11,Fluxicon Disco,outdoors,complete
151,work,2011/06/29 12:26:20.000,2011/06/29 12:37:21.000,Variant 11,11,Fluxicon Disco,work,complete
151,phone,2011/06/29 12:48:02.000,2011/06/29 12:51:20.000,Variant 11,11,Fluxicon Disco,phone,complete
151,outdoors,2011/06/29 12:51:37.000,2011/06/29 13:31:47.000,Variant 11,11,Fluxicon Disco,outdoors,complete
151,watchtv,2011/06/29 13:37:16.000,2011/06/29 13:51:36.000,Variant 11,11,Fluxicon Disco,watchtv,complete
151,snack,2011/06/29 13:51:54.000,2011/06/29 14:01:13.000,Variant 11,11,Fluxicon Disco,snack,complete
151,watchtv,2011/06/29 14:56:09.000,2011/06/29 14:56:11.000,Variant 11,11,Fluxicon Disco,watchtv,complete
151,toilet,2011/06/29 14:57:27.000,2011/06/29 14:57:49.000,Variant 11,11,Fluxicon Disco,toilet,complete
151,snack,2011/06/29 15:09:07.000,2011/06/29 15:09:14.000,Variant 11,11,Fluxicon Disco,snack,complete
151,eatingdrinking,2011/06/29 15:38:35.000,2011/06/29 15:39:16.000,Variant 11,11,Fluxicon Disco,eatingdrinking,complete
151,watchtv,2011/06/29 15:50:24.000,2011/06/29 15:50:29.000,Variant 11,11,Fluxicon Disco,watchtv,complete
151,toilet,2011/06/29 15:53:27.000,2011/06/29 15:53:54.000,Variant 11,11,Fluxicon Disco,toilet,complete
151,outdoors,2011/06/29 15:53:55.000,2011/06/29 16:47:43.000,Variant 11,11,Fluxicon Disco,outdoors,complete
151,work,2011/06/29 16:49:04.000,2011/06/29 16:49:20.000,Variant 11,11,Fluxicon Disco,work,complete
151,toilet,2011/06/29 16:49:45.000,2011/06/29 18:56:47.000,Variant 11,11,Fluxicon Disco,toilet,complete
151,medication,2011/06/29 18:57:03.000,2011/06/29 18:57:28.000,Variant 11,11,Fluxicon Disco,medication,complete
151,mealpreperation,2011/06/29 18:57:39.000,2011/06/29 19:00:02.000,Variant 11,11,Fluxicon Disco,mealpreperation,complete
151,work,2011/06/29 19:02:09.000,2011/06/29 19:05:47.000,Variant 11,11,Fluxicon Disco,work,complete
151,watchtv,2011/06/29 19:08:31.000,2011/06/29 19:56:51.000,Variant 11,11,Fluxicon Disco,watchtv,complete
151,eatingdrinking,2011/06/29 19:57:02.000,2011/06/29 20:02:35.000,Variant 11,11,Fluxicon Disco,eatingdrinking,complete
151,watchtv,2011/06/29 20:05:49.000,2011/06/29 20:53:58.000,Variant 11,11,Fluxicon Disco,watchtv,complete
151,cleaning,2011/06/29 20:54:30.000,2011/06/29 21:55:22.000,Variant 11,11,Fluxicon Disco,cleaning,complete
151,toilet,2011/06/29 22:01:36.000,2011/06/29 22:53:23.000,Variant 11,11,Fluxicon Disco,toilet,complete
151,work,2011/06/29 23:59:44.000,2011/06/29 23:59:52.000,Variant 11,11,Fluxicon Disco,work,complete
151,End,2011/06/29 23:59:52.000,2011/06/29 23:59:52.000,Variant 11,11,Fluxicon Disco,End,complete
161,Start,2011/06/30 00:03:08.000,2011/06/30 00:03:08.000,Variant 12,12,Fluxicon Disco,Start,complete
161,toilet,2011/06/30 00:03:08.000,2011/06/30 00:03:22.000,Variant 12,12,Fluxicon Disco,toilet,complete
161,eatingdrinking,2011/06/30 00:04:32.000,2011/06/30 00:05:47.000,Variant 12,12,Fluxicon Disco,eatingdrinking,complete
161,toilet,2011/06/30 00:12:36.000,2011/06/30 00:13:28.000,Variant 12,12,Fluxicon Disco,toilet,complete
161,sleep,2011/06/30 00:21:58.000,2011/06/30 00:22:38.000,Variant 12,12,Fluxicon Disco,sleep,complete
161,work,2011/06/30 00:22:48.000,2011/06/30 00:24:16.000,Variant 12,12,Fluxicon Disco,work,complete
161,sleep,2011/06/30 00:24:44.000,2011/06/30 02:29:07.000,Variant 12,12,Fluxicon Disco,sleep,complete
161,toilet,2011/06/30 02:29:09.000,2011/06/30 02:46:35.000,Variant 12,12,Fluxicon Disco,toilet,complete
161,sleep,2011/06/30 02:46:37.000,2011/06/30 03:22:57.000,Variant 12,12,Fluxicon Disco,sleep,complete
161,toilet,2011/06/30 03:23:03.000,2011/06/30 03:28:50.000,Variant 12,12,Fluxicon Disco,toilet,complete
161,sleep,2011/06/30 03:28:53.000,2011/06/30 04:49:01.000,Variant 12,12,Fluxicon Disco,sleep,complete
161,toilet,2011/06/30 04:49:03.000,2011/06/30 04:58:46.000,Variant 12,12,Fluxicon Disco,toilet,complete
161,sleep,2011/06/30 04:58:52.000,2011/06/30 05:47:21.000,Variant 12,12,Fluxicon Disco,sleep,complete
161,toilet,2011/06/30 05:47:22.000,2011/06/30 05:53:45.000,Variant 12,12,Fluxicon Disco,toilet,complete
161,sleep,2011/06/30 05:53:49.000,2011/06/30 08:47:01.000,Variant 12,12,Fluxicon Disco,sleep,complete
161,toilet,2011/06/30 08:47:06.000,2011/06/30 08:57:52.000,Variant 12,12,Fluxicon Disco,toilet,complete
161,sleep,2011/06/30 08:57:54.000,2011/06/30 10:21:43.000,Variant 12,12,Fluxicon Disco,sleep,complete
161,toilet,2011/06/30 10:21:43.000,2011/06/30 10:24:37.000,Variant 12,12,Fluxicon Disco,toilet,complete
161,medication,2011/06/30 10:26:31.000,2011/06/30 10:29:38.000,Variant 12,12,Fluxicon Disco,medication,complete
161,mealpreperation,2011/06/30 10:29:44.000,2011/06/30 10:39:28.000,Variant 12,12,Fluxicon Disco,mealpreperation,complete
161,work,2011/06/30 10:39:41.000,2011/06/30 10:56:25.000,Variant 12,12,Fluxicon Disco,work,complete
161,cleaning,2011/06/30 10:56:26.000,2011/06/30 11:07:38.000,Variant 12,12,Fluxicon Disco,cleaning,complete
161,work,2011/06/30 11:09:27.000,2011/06/30 11:14:39.000,Variant 12,12,Fluxicon Disco,work,complete
161,snack,2011/06/30 11:14:40.000,2011/06/30 11:23:23.000,Variant 12,12,Fluxicon Disco,snack,complete
161,outdoors,2011/06/30 11:23:29.000,2011/06/30 11:25:02.000,Variant 12,12,Fluxicon Disco,outdoors,complete
161,mealpreperation,2011/06/30 11:26:10.000,2011/06/30 11:26:14.000,Variant 12,12,Fluxicon Disco,mealpreperation,complete
161,toilet,2011/06/30 11:26:34.000,2011/06/30 11:26:48.000,Variant 12,12,Fluxicon Disco,toilet,complete
161,eatingdrinking,2011/06/30 11:28:04.000,2011/06/30 11:36:25.000,Variant 12,12,Fluxicon Disco,eatingdrinking,complete
161,watchtv,2011/06/30 11:38:57.000,2011/06/30 11:58:11.000,Variant 12,12,Fluxicon Disco,watchtv,complete
161,eatingdrinking,2011/06/30 12:30:06.000,2011/06/30 12:30:14.000,Variant 12,12,Fluxicon Disco,eatingdrinking,complete
161,snack,2011/06/30 12:34:36.000,2011/06/30 12:34:40.000,Variant 12,12,Fluxicon Disco,snack,complete
161,watchtv,2011/06/30 14:02:38.000,2011/06/30 14:18:53.000,Variant 12,12,Fluxicon Disco,watchtv,complete
161,snack,2011/06/30 14:19:16.000,2011/06/30 16:00:30.000,Variant 12,12,Fluxicon Disco,snack,complete
161,watchtv,2011/06/30 16:01:08.000,2011/06/30 17:09:26.000,Variant 12,12,Fluxicon Disco,watchtv,complete
161,mealpreperation,2011/06/30 17:09:43.000,2011/06/30 17:26:32.000,Variant 12,12,Fluxicon Disco,mealpreperation,complete
161,watchtv,2011/06/30 17:26:47.000,2011/06/30 17:57:09.000,Variant 12,12,Fluxicon Disco,watchtv,complete
161,outdoors,2011/06/30 17:57:12.000,2011/06/30 18:04:39.000,Variant 12,12,Fluxicon Disco,outdoors,complete
161,watchtv,2011/06/30 18:04:46.000,2011/06/30 18:57:57.000,Variant 12,12,Fluxicon Disco,watchtv,complete
161,medication,2011/06/30 18:57:59.000,2011/06/30 18:58:10.000,Variant 12,12,Fluxicon Disco,medication,complete
161,eatingdrinking,2011/06/30 18:58:26.000,2011/06/30 19:19:51.000,Variant 12,12,Fluxicon Disco,eatingdrinking,complete
161,work,2011/06/30 19:20:01.000,2011/06/30 19:31:17.000,Variant 12,12,Fluxicon Disco,work,complete
161,watchtv,2011/06/30 19:31:24.000,2011/06/30 20:58:45.000,Variant 12,12,Fluxicon Disco,watchtv,complete
161,toilet,2011/06/30 20:58:49.000,2011/06/30 20:59:52.000,Variant 12,12,Fluxicon Disco,toilet,complete
161,watchtv,2011/06/30 21:01:34.000,2011/06/30 22:28:12.000,Variant 12,12,Fluxicon Disco,watchtv,complete
161,work,2011/06/30 22:34:50.000,2011/06/30 23:04:05.000,Variant 12,12,Fluxicon Disco,work,complete
161,toilet,2011/06/30 23:04:41.000,2011/06/30 23:05:07.000,Variant 12,12,Fluxicon Disco,toilet,complete
161,relax,2011/06/30 23:05:18.000,2011/06/30 23:07:33.000,Variant 12,12,Fluxicon Disco,relax,complete
161,groom,2011/06/30 23:07:40.000,2011/06/30 23:29:49.000,Variant 12,12,Fluxicon Disco,groom,complete
161,sleep,2011/06/30 23:30:01.000,2011/07/01 01:30:10.000,Variant 12,12,Fluxicon Disco,sleep,complete
161,End,2011/07/01 01:30:10.000,2011/07/01 01:30:10.000,Variant 12,12,Fluxicon Disco,End,complete
171,Start,2011/07/01 01:30:15.000,2011/07/01 01:30:15.000,Variant 13,13,Fluxicon Disco,Start,complete
171,toilet,2011/07/01 01:30:15.000,2011/07/01 01:36:02.000,Variant 13,13,Fluxicon Disco,toilet,complete
171,sleep,2011/07/01 01:36:07.000,2011/07/01 01:52:38.000,Variant 13,13,Fluxicon Disco,sleep,complete
171,toilet,2011/07/01 01:52:40.000,2011/07/01 02:01:22.000,Variant 13,13,Fluxicon Disco,toilet,complete
171,sleep,2011/07/01 04:08:26.000,2011/07/01 04:08:29.000,Variant 13,13,Fluxicon Disco,sleep,complete
171,toilet,2011/07/01 04:13:21.000,2011/07/01 04:13:26.000,Variant 13,13,Fluxicon Disco,toilet,complete
171,sleep,2011/07/01 04:50:40.000,2011/07/01 04:50:42.000,Variant 13,13,Fluxicon Disco,sleep,complete
171,toilet,2011/07/01 04:58:15.000,2011/07/01 04:58:18.000,Variant 13,13,Fluxicon Disco,toilet,complete
171,sleep,2011/07/01 06:43:52.000,2011/07/01 09:08:13.000,Variant 13,13,Fluxicon Disco,sleep,complete
171,toilet,2011/07/01 09:23:24.000,2011/07/01 09:23:26.000,Variant 13,13,Fluxicon Disco,toilet,complete
171,sleep,2011/07/01 10:21:59.000,2011/07/01 10:22:00.000,Variant 13,13,Fluxicon Disco,sleep,complete
171,groom,2011/07/01 10:28:46.000,2011/07/01 10:28:55.000,Variant 13,13,Fluxicon Disco,groom,complete
171,relax,2011/07/01 10:31:23.000,2011/07/01 10:33:08.000,Variant 13,13,Fluxicon Disco,relax,complete
171,mealpreperation,2011/07/01 10:33:11.000,2011/07/01 10:36:45.000,Variant 13,13,Fluxicon Disco,mealpreperation,complete
171,eatingdrinking,2011/07/01 10:36:58.000,2011/07/01 10:57:54.000,Variant 13,13,Fluxicon Disco,eatingdrinking,complete
171,cleaning,2011/07/01 10:58:54.000,2011/07/01 11:15:24.000,Variant 13,13,Fluxicon Disco,cleaning,complete
171,toilet,2011/07/01 11:23:22.000,2011/07/01 11:23:58.000,Variant 13,13,Fluxicon Disco,toilet,complete
171,outdoors,2011/07/01 11:23:59.000,2011/07/01 11:44:35.000,Variant 13,13,Fluxicon Disco,outdoors,complete
171,snack,2011/07/01 11:44:41.000,2011/07/01 11:46:19.000,Variant 13,13,Fluxicon Disco,snack,complete
171,work,2011/07/01 12:41:30.000,2011/07/01 12:42:14.000,Variant 13,13,Fluxicon Disco,work,complete
171,snack,2011/07/01 12:43:30.000,2011/07/01 12:44:07.000,Variant 13,13,Fluxicon Disco,snack,complete
171,watchtv,2011/07/01 13:02:41.000,2011/07/01 13:03:00.000,Variant 13,13,Fluxicon Disco,watchtv,complete
171,snack,2011/07/01 13:05:41.000,2011/07/01 13:05:52.000,Variant 13,13,Fluxicon Disco,snack,complete
171,eatingdrinking,2011/07/01 13:16:29.000,2011/07/01 13:17:28.000,Variant 13,13,Fluxicon Disco,eatingdrinking,complete
171,work,2011/07/01 13:32:35.000,2011/07/01 13:32:58.000,Variant 13,13,Fluxicon Disco,work,complete
171,outdoors,2011/07/01 13:33:03.000,2011/07/01 13:50:46.000,Variant 13,13,Fluxicon Disco,outdoors,complete
171,work,2011/07/01 13:51:11.000,2011/07/01 14:02:33.000,Variant 13,13,Fluxicon Disco,work,complete
171,watchtv,2011/07/01 14:02:44.000,2011/07/01 15:02:24.000,Variant 13,13,Fluxicon Disco,watchtv,complete
171,toilet,2011/07/01 15:03:20.000,2011/07/01 15:03:39.000,Variant 13,13,Fluxicon Disco,toilet,complete
171,watchtv,2011/07/01 16:20:19.000,2011/07/01 16:37:25.000,Variant 13,13,Fluxicon Disco,watchtv,complete
171,groom,2011/07/01 16:37:28.000,2011/07/01 16:50:11.000,Variant 13,13,Fluxicon Disco,groom,complete
171,watchtv,2011/07/01 16:51:59.000,2011/07/01 16:52:01.000,Variant 13,13,Fluxicon Disco,watchtv,complete
171,toilet,2011/07/01 16:52:28.000,2011/07/01 16:53:11.000,Variant 13,13,Fluxicon Disco,toilet,complete
171,watchtv,2011/07/01 17:08:47.000,2011/07/01 17:26:40.000,Variant 13,13,Fluxicon Disco,watchtv,complete
171,toilet,2011/07/01 17:26:46.000,2011/07/01 17:27:12.000,Variant 13,13,Fluxicon Disco,toilet,complete
171,outdoors,2011/07/01 17:27:37.000,2011/07/01 18:31:04.000,Variant 13,13,Fluxicon Disco,outdoors,complete
171,watchtv,2011/07/01 18:31:35.000,2011/07/01 19:26:59.000,Variant 13,13,Fluxicon Disco,watchtv,complete
171,eatingdrinking,2011/07/01 19:27:03.000,2011/07/01 19:34:05.000,Variant 13,13,Fluxicon Disco,eatingdrinking,complete
171,work,2011/07/01 19:34:10.000,2011/07/01 19:57:53.000,Variant 13,13,Fluxicon Disco,work,complete
171,toilet,2011/07/01 20:02:05.000,2011/07/01 20:02:07.000,Variant 13,13,Fluxicon Disco,toilet,complete
171,watchtv,2011/07/01 20:57:36.000,2011/07/01 20:57:43.000,Variant 13,13,Fluxicon Disco,watchtv,complete
171,medication,2011/07/01 21:01:29.000,2011/07/01 21:02:17.000,Variant 13,13,Fluxicon Disco,medication,complete
171,work,2011/07/01 21:02:25.000,2011/07/01 21:35:58.000,Variant 13,13,Fluxicon Disco,work,complete
171,watchtv,2011/07/01 21:37:40.000,2011/07/01 21:41:01.000,Variant 13,13,Fluxicon Disco,watchtv,complete
171,personalhygiene,2011/07/01 21:41:07.000,2011/07/01 21:52:13.000,Variant 13,13,Fluxicon Disco,personalhygiene,complete
171,watchtv,2011/07/01 21:52:22.000,2011/07/01 21:53:17.000,Variant 13,13,Fluxicon Disco,watchtv,complete
171,toilet,2011/07/01 21:53:18.000,2011/07/01 21:53:29.000,Variant 13,13,Fluxicon Disco,toilet,complete
171,relax,2011/07/01 21:57:25.000,2011/07/01 21:57:57.000,Variant 13,13,Fluxicon Disco,relax,complete
171,sleep,2011/07/01 23:52:21.000,2011/07/02 00:46:35.000,Variant 13,13,Fluxicon Disco,sleep,complete
171,End,2011/07/02 00:46:35.000,2011/07/02 00:46:35.000,Variant 13,13,Fluxicon Disco,End,complete
201,Start,2011/07/04 00:11:52.000,2011/07/04 00:11:52.000,Variant 14,14,Fluxicon Disco,Start,complete
201,sleep,2011/07/04 00:11:52.000,2011/07/04 00:12:48.000,Variant 14,14,Fluxicon Disco,sleep,complete
201,toilet,2011/07/04 00:13:01.000,2011/07/04 00:13:49.000,Variant 14,14,Fluxicon Disco,toilet,complete
201,sleep,2011/07/04 01:22:24.000,2011/07/04 01:22:32.000,Variant 14,14,Fluxicon Disco,sleep,complete
201,toilet,2011/07/04 01:25:36.000,2011/07/04 01:25:39.000,Variant 14,14,Fluxicon Disco,toilet,complete
201,sleep,2011/07/04 01:34:21.000,2011/07/04 01:34:23.000,Variant 14,14,Fluxicon Disco,sleep,complete
201,toilet,2011/07/04 01:39:18.000,2011/07/04 01:39:23.000,Variant 14,14,Fluxicon Disco,toilet,complete
201,sleep,2011/07/04 03:52:28.000,2011/07/04 03:52:29.000,Variant 14,14,Fluxicon Disco,sleep,complete
201,toilet,2011/07/04 04:03:24.000,2011/07/04 04:03:26.000,Variant 14,14,Fluxicon Disco,toilet,complete
201,sleep,2011/07/04 06:05:11.000,2011/07/04 06:05:12.000,Variant 14,14,Fluxicon Disco,sleep,complete
201,toilet,2011/07/04 06:18:24.000,2011/07/04 06:18:26.000,Variant 14,14,Fluxicon Disco,toilet,complete
201,sleep,2011/07/04 07:43:52.000,2011/07/04 07:43:54.000,Variant 14,14,Fluxicon Disco,sleep,complete
201,toilet,2011/07/04 07:58:26.000,2011/07/04 07:58:30.000,Variant 14,14,Fluxicon Disco,toilet,complete
201,sleep,2011/07/04 09:13:01.000,2011/07/04 09:13:14.000,Variant 14,14,Fluxicon Disco,sleep,complete
201,toilet,2011/07/04 09:17:17.000,2011/07/04 09:17:38.000,Variant 14,14,Fluxicon Disco,toilet,complete
201,work,2011/07/04 09:23:51.000,2011/07/04 09:24:26.000,Variant 14,14,Fluxicon Disco,work,complete
201,medication,2011/07/04 09:25:22.000,2011/07/04 09:25:30.000,Variant 14,14,Fluxicon Disco,medication,complete
201,mealpreperation,2011/07/04 09:29:49.000,2011/07/04 09:31:02.000,Variant 14,14,Fluxicon Disco,mealpreperation,complete
201,eatingdrinking,2011/07/04 09:51:13.000,2011/07/04 09:51:26.000,Variant 14,14,Fluxicon Disco,eatingdrinking,complete
201,toilet,2011/07/04 09:53:47.000,2011/07/04 09:54:15.000,Variant 14,14,Fluxicon Disco,toilet,complete
201,work,2011/07/04 10:15:25.000,2011/07/04 10:15:59.000,Variant 14,14,Fluxicon Disco,work,complete
201,outdoors,2011/07/04 10:16:00.000,2011/07/04 10:42:05.000,Variant 14,14,Fluxicon Disco,outdoors,complete
201,watchtv,2011/07/04 10:42:31.000,2011/07/04 11:31:41.000,Variant 14,14,Fluxicon Disco,watchtv,complete
201,groom,2011/07/04 11:31:42.000,2011/07/04 11:35:45.000,Variant 14,14,Fluxicon Disco,groom,complete
201,snack,2011/07/04 11:36:03.000,2011/07/04 11:56:10.000,Variant 14,14,Fluxicon Disco,snack,complete
201,work,2011/07/04 11:56:12.000,2011/07/04 12:03:48.000,Variant 14,14,Fluxicon Disco,work,complete
201,snack,2011/07/04 12:03:51.000,2011/07/04 12:20:03.000,Variant 14,14,Fluxicon Disco,snack,complete
201,watchtv,2011/07/04 12:52:24.000,2011/07/04 12:52:34.000,Variant 14,14,Fluxicon Disco,watchtv,complete
201,personalhygiene,2011/07/04 12:55:26.000,2011/07/04 12:56:09.000,Variant 14,14,Fluxicon Disco,personalhygiene,complete
201,outdoors,2011/07/04 12:56:14.000,2011/07/04 15:19:07.000,Variant 14,14,Fluxicon Disco,outdoors,complete
201,toilet,2011/07/04 15:20:05.000,2011/07/04 15:21:13.000,Variant 14,14,Fluxicon Disco,toilet,complete
201,eatingdrinking,2011/07/04 15:21:29.000,2011/07/04 15:25:54.000,Variant 14,14,Fluxicon Disco,eatingdrinking,complete
201,mealpreperation,2011/07/04 15:26:14.000,2011/07/04 15:55:22.000,Variant 14,14,Fluxicon Disco,mealpreperation,complete
201,watchtv,2011/07/04 15:55:25.000,2011/07/04 16:36:06.000,Variant 14,14,Fluxicon Disco,watchtv,complete
201,toilet,2011/07/04 16:42:51.000,2011/07/04 16:44:22.000,Variant 14,14,Fluxicon Disco,toilet,complete
201,work,2011/07/04 17:28:49.000,2011/07/04 17:29:00.000,Variant 14,14,Fluxicon Disco,work,complete
201,watchtv,2011/07/04 19:58:05.000,2011/07/04 19:58:09.000,Variant 14,14,Fluxicon Disco,watchtv,complete
201,toilet,2011/07/04 20:04:28.000,2011/07/04 20:06:02.000,Variant 14,14,Fluxicon Disco,toilet,complete
201,eatingdrinking,2011/07/04 20:20:49.000,2011/07/04 20:20:57.000,Variant 14,14,Fluxicon Disco,eatingdrinking,complete
201,work,2011/07/04 22:24:03.000,2011/07/04 22:24:33.000,Variant 14,14,Fluxicon Disco,work,complete
201,watchtv,2011/07/04 22:25:49.000,2011/07/04 22:25:49.000,Variant 14,14,Fluxicon Disco,watchtv,complete
201,sleep,2011/07/04 22:53:10.000,2011/07/05 00:25:45.000,Variant 14,14,Fluxicon Disco,sleep,complete
201,End,2011/07/05 00:25:45.000,2011/07/05 00:25:45.000,Variant 14,14,Fluxicon Disco,End,complete
211,Start,2011/07/05 00:25:46.000,2011/07/05 00:25:46.000,Variant 15,15,Fluxicon Disco,Start,complete
211,toilet,2011/07/05 00:25:46.000,2011/07/05 00:31:59.000,Variant 15,15,Fluxicon Disco,toilet,complete
211,sleep,2011/07/05 00:32:11.000,2011/07/05 01:31:56.000,Variant 15,15,Fluxicon Disco,sleep,complete
211,eatingdrinking,2011/07/05 01:32:52.000,2011/07/05 01:45:00.000,Variant 15,15,Fluxicon Disco,eatingdrinking,complete
211,work,2011/07/05 01:45:13.000,2011/07/05 03:54:48.000,Variant 15,15,Fluxicon Disco,work,complete
211,toilet,2011/07/05 03:55:01.000,2011/07/05 04:01:21.000,Variant 15,15,Fluxicon Disco,toilet,complete
211,sleep,2011/07/05 04:01:24.000,2011/07/05 06:02:46.000,Variant 15,15,Fluxicon Disco,sleep,complete
211,toilet,2011/07/05 06:02:46.000,2011/07/05 06:30:42.000,Variant 15,15,Fluxicon Disco,toilet,complete
211,sleep,2011/07/05 08:26:50.000,2011/07/05 08:26:54.000,Variant 15,15,Fluxicon Disco,sleep,complete
211,toilet,2011/07/05 08:38:12.000,2011/07/05 08:38:17.000,Variant 15,15,Fluxicon Disco,toilet,complete
211,sleep,2011/07/05 09:51:02.000,2011/07/05 09:51:03.000,Variant 15,15,Fluxicon Disco,sleep,complete
211,toilet,2011/07/05 09:57:53.000,2011/07/05 09:59:40.000,Variant 15,15,Fluxicon Disco,toilet,complete
211,medication,2011/07/05 10:00:28.000,2011/07/05 10:07:56.000,Variant 15,15,Fluxicon Disco,medication,complete
211,eatingdrinking,2011/07/05 10:08:10.000,2011/07/05 10:31:51.000,Variant 15,15,Fluxicon Disco,eatingdrinking,complete
211,toilet,2011/07/05 10:53:14.000,2011/07/05 11:03:24.000,Variant 15,15,Fluxicon Disco,toilet,complete
211,watchtv,2011/07/05 11:03:25.000,2011/07/05 11:22:47.000,Variant 15,15,Fluxicon Disco,watchtv,complete
211,outdoors,2011/07/05 11:24:15.000,2011/07/05 11:55:31.000,Variant 15,15,Fluxicon Disco,outdoors,complete
211,mealpreperation,2011/07/05 12:04:47.000,2011/07/05 12:05:59.000,Variant 15,15,Fluxicon Disco,mealpreperation,complete
211,eatingdrinking,2011/07/05 12:12:53.000,2011/07/05 12:14:51.000,Variant 15,15,Fluxicon Disco,eatingdrinking,complete
211,watchtv,2011/07/05 12:29:31.000,2011/07/05 12:48:40.000,Variant 15,15,Fluxicon Disco,watchtv,complete
211,toilet,2011/07/05 12:48:41.000,2011/07/05 12:51:04.000,Variant 15,15,Fluxicon Disco,toilet,complete
211,outdoors,2011/07/05 12:51:25.000,2011/07/05 14:47:08.000,Variant 15,15,Fluxicon Disco,outdoors,complete
211,eatingdrinking,2011/07/05 14:51:12.000,2011/07/05 14:51:29.000,Variant 15,15,Fluxicon Disco,eatingdrinking,complete
211,mealpreperation,2011/07/05 14:55:41.000,2011/07/05 14:55:48.000,Variant 15,15,Fluxicon Disco,mealpreperation,complete
211,toilet,2011/07/05 14:59:40.000,2011/07/05 15:00:01.000,Variant 15,15,Fluxicon Disco,toilet,complete
211,mealpreperation,2011/07/05 15:22:05.000,2011/07/05 15:27:10.000,Variant 15,15,Fluxicon Disco,mealpreperation,complete
211,watchtv,2011/07/05 15:44:17.000,2011/07/05 16:31:06.000,Variant 15,15,Fluxicon Disco,watchtv,complete
211,work,2011/07/05 16:31:23.000,2011/07/05 16:31:57.000,Variant 15,15,Fluxicon Disco,work,complete
211,mealpreperation,2011/07/05 16:32:11.000,2011/07/05 16:45:13.000,Variant 15,15,Fluxicon Disco,mealpreperation,complete
211,outdoors,2011/07/05 16:45:18.000,2011/07/05 16:48:15.000,Variant 15,15,Fluxicon Disco,outdoors,complete
211,toilet,2011/07/05 16:48:48.000,2011/07/05 16:49:16.000,Variant 15,15,Fluxicon Disco,toilet,complete
211,watchtv,2011/07/05 16:49:31.000,2011/07/05 16:50:58.000,Variant 15,15,Fluxicon Disco,watchtv,complete
211,groom,2011/07/05 16:51:02.000,2011/07/05 17:06:41.000,Variant 15,15,Fluxicon Disco,groom,complete
211,watchtv,2011/07/05 17:06:50.000,2011/07/05 17:14:41.000,Variant 15,15,Fluxicon Disco,watchtv,complete
211,outdoors,2011/07/05 17:16:19.000,2011/07/05 17:25:09.000,Variant 15,15,Fluxicon Disco,outdoors,complete
211,work,2011/07/05 17:25:22.000,2011/07/05 17:30:26.000,Variant 15,15,Fluxicon Disco,work,complete
211,watchtv,2011/07/05 17:30:33.000,2011/07/05 17:59:04.000,Variant 15,15,Fluxicon Disco,watchtv,complete
211,toilet,2011/07/05 18:03:53.000,2011/07/05 18:03:59.000,Variant 15,15,Fluxicon Disco,toilet,complete
